claim_id,sale_id,component_code,component_name,component_family,supplier_code,sale_date,claim_date,days_since_sale,market_region,use_case,failure_mode,claim_cost_gbp,repeat_claim
CLM-00668,SALE-10216,6MJ-XK87,Compressor,HVAC,B9M8-0O2R,2025-01-05,2025-03-28,82,UK,Commuting,Noise,350.59,False
CLM-00669,SALE-13425,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-10-12,2024-12-29,78,MENA,Commercial,Non-start,959.94,False
CLM-00670,SALE-09200,PDP-FF5E,Steering Column,Chassis,HBRP-OIG8,2025-03-25,2026-02-09,321,Americas,Commercial,Noise,581.27,False
CLM-00671,SALE-01479,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-01-19,2026-07-09,536,UK,Commercial,Corrosion,765.17,False
CLM-00672,SALE-06085,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-10-20,2025-07-13,266,EU,Commuting,Leak,3215.73,False
CLM-00673,SALE-03194,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-01-15,2025-02-23,39,EU,Off-roading,Corrosion,1131.09,False
CLM-00674,SALE-07671,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-19,2025-02-04,108,EU,Leisure,Leak,1180.96,False
CLM-00675,SALE-04566,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-10-31,2025-07-21,263,Americas,Off-roading,Corrosion,2744.23,False
CLM-00676,SALE-03812,OCU-ZREN,Door Panel,Body,B9M8-0O2R,2025-02-06,2026-03-09,396,Americas,Commuting,Corrosion,556.71,False
CLM-00677,SALE-10167,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-04-19,2026-01-23,279,MENA,Commuting,Intermittent,822.03,False
CLM-00678,SALE-12082,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-02-18,2026-08-01,529,EU,Leisure,Noise,826.69,False
CLM-00679,SALE-04768,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-01-06,2025-12-06,334,Americas,Leisure,Noise,633.36,False
CLM-00680,SALE-09781,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-27,2025-08-11,227,EU,Off-roading,Non-start,868.49,False
CLM-00681,SALE-00330,6MJ-XK87,Compressor,HVAC,38HY-F9SX,2025-06-15,2025-12-24,192,UK,Commuting,Non-start,349.38,False
CLM-00682,SALE-08508,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-10-05,2025-08-22,321,EU,Off-roading,Corrosion,362.66,False
CLM-00683,SALE-11064,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-05-19,2026-04-26,342,UK,Leisure,Noise,678.17,False
CLM-00684,SALE-06270,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-03-21,2025-04-18,28,UK,Leisure,Intermittent,729.62,False
CLM-00685,SALE-06354,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-04-13,2026-02-21,314,MENA,Leisure,Noise,436.12,False
CLM-00686,SALE-11178,UN5-Z3JQ,Front Bumper,Body,38HY-F9SX,2025-03-19,2025-10-20,215,UK,Commuting,Corrosion,346.78,False
CLM-00687,SALE-10161,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-28,2024-11-15,18,Americas,Commercial,Noise,428.81,False
CLM-00688,SALE-03556,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-10,2025-03-30,110,MENA,Off-roading,Non-start,2010.04,False
CLM-00689,SALE-10715,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2025-05-10,2026-09-15,493,EU,Off-roading,Corrosion,133.01,False
CLM-00690,SALE-04582,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-26,2026-03-25,515,UK,Commercial,Intermittent,594.44,False
CLM-00691,SALE-13345,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2025-02-24,2025-11-21,270,Americas,Off-roading,Corrosion,355.36,False
CLM-00692,SALE-08701,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-12-19,2025-05-03,135,MENA,Leisure,Noise,752.71,False
CLM-00693,SALE-07707,6MJ-XK87,Compressor,HVAC,F1CB-FNO6,2024-12-31,2026-05-27,512,MENA,Leisure,Leak,151.33,False
CLM-00694,SALE-09601,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-05-14,2026-06-19,401,MENA,Leisure,Corrosion,626.25,False
CLM-00695,SALE-06271,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2024-10-17,2026-02-24,495,UK,Off-roading,Corrosion,1064.98,False
CLM-00696,SALE-09609,AU5-BHXT,Suspension Control Arm,Chassis,38HY-F9SX,2024-11-04,2025-01-26,83,UK,Commuting,Corrosion,479.16,False
CLM-00697,SALE-02089,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-02-20,2025-05-10,79,MENA,Off-roading,Corrosion,600.47,False
CLM-00698,SALE-13200,71N-8MTZ,Alternator,Electrical,F1CB-FNO6,2025-04-17,2026-02-19,308,MENA,Commercial,Intermittent,180.4,False
CLM-00699,SALE-08428,OCU-ZREN,Door Panel,Body,HBRP-OIG8,2025-02-02,2025-02-28,26,Americas,Off-roading,Noise,297.63,False
CLM-00700,SALE-11260,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-26,2025-11-09,167,UK,Commercial,Corrosion,404.54,False
CLM-00701,SALE-02666,8II-49KQ,Blower Motor,HVAC,38HY-F9SX,2025-04-22,2026-10-17,543,EU,Commuting,Leak,900.58,False
CLM-00702,SALE-09680,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-01-03,2026-04-09,461,UK,Commuting,Intermittent,413.41,False
CLM-00703,SALE-00730,PDP-FF5E,Steering Column,Chassis,38HY-F9SX,2024-10-01,2025-03-01,151,EU,Off-roading,Noise,1147.31,False
CLM-00704,SALE-11270,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-05-08,2025-06-17,40,Americas,Off-roading,Corrosion,367.02,False
CLM-00705,SALE-06570,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-01-31,2026-01-06,340,Americas,Commuting,Noise,692.01,False
CLM-00706,SALE-00607,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-12-09,2025-06-01,174,EU,Commercial,Leak,3135.85,False
CLM-00707,SALE-09864,OCU-ZREN,Door Panel,Body,HBRP-OIG8,2025-02-10,2025-05-18,97,Americas,Commercial,Corrosion,155.06,False
CLM-00708,SALE-02368,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-10-30,2025-04-15,167,EU,Off-roading,Noise,164.96,False
CLM-00709,SALE-08116,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-11-03,2025-05-20,198,UK,Commercial,Non-start,1064.38,False
CLM-00710,SALE-05110,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-03-10,2026-05-24,440,EU,Commuting,Noise,1123.8,False
CLM-00711,SALE-08910,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-06-27,2026-12-09,530,MENA,Commuting,Corrosion,2981.0,False
CLM-00712,SALE-08670,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-20,2026-09-16,514,Americas,Commercial,Corrosion,72.7,False
CLM-00713,SALE-03412,PDP-FF5E,Steering Column,Chassis,F1CB-FNO6,2025-01-17,2025-04-29,102,Americas,Commercial,Leak,824.23,False
CLM-00714,SALE-03928,8II-49KQ,Blower Motor,HVAC,HBRP-OIG8,2025-01-14,2025-07-15,182,UK,Off-roading,Non-start,533.47,False
CLM-00715,SALE-03522,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-05-07,2026-06-25,414,Americas,Off-roading,Non-start,2885.04,False
CLM-00716,SALE-08475,AU5-BHXT,Suspension Control Arm,Chassis,F1CB-FNO6,2025-04-30,2026-09-03,491,MENA,Commuting,Corrosion,290.78,False
CLM-00717,SALE-08680,IP9-8Q1Z,Transmission Assembly,Powertrain,B9M8-0O2R,2024-11-19,2025-06-23,216,UK,Commercial,Non-start,3245.06,False
CLM-00718,SALE-07336,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2024-11-25,2026-04-28,519,MENA,Commuting,Corrosion,234.47,False
CLM-00719,SALE-03295,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-02-11,2026-08-07,542,UK,Commuting,Intermittent,469.09,False
CLM-00720,SALE-05635,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-04-01,2025-12-08,251,EU,Off-roading,Leak,870.97,False
CLM-00721,SALE-02146,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-04-30,2025-12-31,245,UK,Commuting,Non-start,53.82,False
CLM-00722,SALE-06112,X27-2HPO,Tie Rod,Chassis,HBRP-OIG8,2025-01-24,2025-08-17,205,UK,Commercial,Corrosion,457.76,False
CLM-00723,SALE-03471,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-11-29,2026-04-01,488,MENA,Commuting,Intermittent,201.63,False
CLM-00724,SALE-12062,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-05,2024-12-11,36,Americas,Leisure,Corrosion,917.19,False
CLM-00725,SALE-11436,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-12-15,2025-03-24,99,EU,Commuting,Noise,937.17,False
CLM-00726,SALE-02939,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-04-07,2026-04-11,369,Americas,Commuting,Corrosion,505.36,False
CLM-00727,SALE-01588,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-04-22,2026-01-05,258,MENA,Commercial,Noise,125.88,False
CLM-00728,SALE-00633,RVH-S1K3,Turbocharger,Powertrain,38HY-F9SX,2025-06-02,2026-10-16,501,Americas,Leisure,Noise,1424.75,False
CLM-00729,SALE-00479,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-12-16,2025-03-30,104,EU,Commuting,Corrosion,53.19,False
CLM-00730,SALE-08649,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-26,2026-10-18,479,Americas,Off-roading,Noise,668.33,False
CLM-00731,SALE-06761,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-18,2025-11-13,240,EU,Commercial,Non-start,3208.82,False
CLM-00732,SALE-06643,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-02,2026-06-05,368,MENA,Leisure,Noise,274.34,False
CLM-00733,SALE-00451,RVH-S1K3,Turbocharger,Powertrain,38HY-F9SX,2025-06-11,2026-03-29,291,MENA,Off-roading,Non-start,3095.72,False
CLM-00734,SALE-13159,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-06,2025-08-02,149,MENA,Commuting,Non-start,3332.25,False
CLM-00735,SALE-04670,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2025-05-05,2026-06-10,401,UK,Commuting,Noise,376.9,False
CLM-00736,SALE-10181,UN5-Z3JQ,Front Bumper,Body,B9M8-0O2R,2024-10-16,2026-02-26,498,MENA,Leisure,Noise,55.59,False
CLM-00737,SALE-03551,AQ6-L6GT,Brake Caliper,Chassis,F1CB-FNO6,2025-04-16,2026-01-29,288,UK,Off-roading,Corrosion,918.73,False
CLM-00738,SALE-09098,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-19,2025-05-02,134,EU,Leisure,Non-start,2152.83,False
CLM-00739,SALE-02913,6MJ-XK87,Compressor,HVAC,38HY-F9SX,2024-11-28,2026-02-25,454,UK,Leisure,Leak,445.08,False
CLM-00740,SALE-00174,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-04-21,2025-12-02,225,MENA,Leisure,Intermittent,517.01,False
CLM-00741,SALE-11179,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-10-02,2025-11-17,411,EU,Commercial,Non-start,146.4,False
CLM-00742,SALE-00626,OCU-ZREN,Door Panel,Body,38HY-F9SX,2024-11-28,2025-12-07,374,MENA,Commuting,Noise,529.09,False
CLM-00743,SALE-10891,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-06-27,2025-09-20,85,UK,Commercial,Corrosion,381.43,False
CLM-00744,SALE-03645,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-05-28,2025-08-20,84,EU,Leisure,Corrosion,224.87,False
CLM-00745,SALE-10440,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-01-17,2026-05-14,482,EU,Commuting,Noise,961.9,False
CLM-00746,SALE-08148,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-02-19,2026-01-28,343,EU,Commuting,Leak,1852.24,False
CLM-00747,SALE-11221,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-16,2025-07-15,272,MENA,Leisure,Corrosion,2741.27,False
CLM-00748,SALE-03880,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-05,2024-10-11,6,EU,Commuting,Corrosion,1094.02,False
CLM-00749,SALE-03309,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-12-05,2026-03-14,464,EU,Off-roading,Leak,1522.81,False
CLM-00750,SALE-03728,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-04-10,2026-09-11,519,EU,Off-roading,Leak,178.83,False
CLM-00751,SALE-11567,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-15,2025-03-29,14,EU,Off-roading,Leak,1110.37,False
CLM-00752,SALE-01663,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-11-27,2024-11-30,3,UK,Off-roading,Leak,175.16,False
CLM-00753,SALE-04756,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-02-25,2026-06-27,487,EU,Leisure,Leak,132.04,False
CLM-00754,SALE-13075,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-12-17,2026-01-09,388,UK,Commuting,Corrosion,1036.86,False
CLM-00755,SALE-09223,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-03-22,2026-07-22,487,Americas,Commuting,Corrosion,1136.73,False
CLM-00756,SALE-02825,3YR-9OUD,Steering Knuckle,Chassis,HBRP-OIG8,2024-12-26,2025-06-12,168,UK,Commercial,Leak,851.07,False
CLM-00757,SALE-08922,PDP-FF5E,Steering Column,Chassis,HBRP-OIG8,2024-11-08,2025-12-19,406,EU,Commercial,Corrosion,910.37,False
CLM-00758,SALE-04424,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-01-29,2026-05-07,463,EU,Commuting,Corrosion,910.0,False
CLM-00759,SALE-05120,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-01-04,2025-05-16,132,EU,Off-roading,Leak,253.22,False
CLM-00760,SALE-03158,3YR-9OUD,Steering Knuckle,Chassis,38HY-F9SX,2025-06-10,2026-10-29,506,Americas,Leisure,Corrosion,170.88,False
CLM-00761,SALE-04639,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-11-21,2025-07-15,236,MENA,Off-roading,Intermittent,743.64,False
CLM-00762,SALE-09074,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-15,2025-07-08,23,EU,Commuting,Corrosion,70.58,False
CLM-00763,SALE-04931,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-02-25,2025-07-07,132,MENA,Leisure,Intermittent,839.99,False
CLM-00764,SALE-03420,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-02-19,2026-05-17,452,Americas,Commuting,Non-start,758.43,False
CLM-00765,SALE-01978,HJK-1EYY,Drive Shaft,Powertrain,HBRP-OIG8,2025-03-11,2025-12-10,274,MENA,Commercial,Leak,663.23,False
CLM-00766,SALE-07417,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-04-18,2025-04-19,1,Americas,Commuting,Non-start,832.04,False
CLM-00767,SALE-02654,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-12-14,2026-06-11,544,EU,Off-roading,Corrosion,383.47,False
CLM-00768,SALE-00516,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-12-16,2025-05-31,166,UK,Leisure,Non-start,1504.19,False
CLM-00769,SALE-08969,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2024-11-23,2026-01-07,410,UK,Off-roading,Noise,499.75,False
CLM-00770,SALE-06199,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-07,2026-03-31,297,EU,Off-roading,Corrosion,217.53,False
CLM-00771,SALE-13162,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-06-21,2025-09-22,93,MENA,Commercial,Non-start,1509.31,False
CLM-00772,SALE-08636,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-10-09,2025-01-13,96,UK,Commuting,Noise,872.35,False
CLM-00773,SALE-13285,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2024-10-02,2025-02-20,141,Americas,Leisure,Corrosion,932.19,False
CLM-00774,SALE-09902,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2025-03-04,2026-01-15,317,UK,Commuting,Noise,304.32,False
CLM-00775,SALE-03487,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-04-14,2026-02-13,305,Americas,Commuting,Corrosion,59.23,False
CLM-00776,SALE-00025,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-04-05,2025-09-29,177,EU,Commuting,Noise,310.41,False
CLM-00777,SALE-05616,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-12-24,2026-02-18,421,MENA,Off-roading,Non-start,404.25,False
CLM-00778,SALE-05009,71N-8MTZ,Alternator,Electrical,38HY-F9SX,2024-11-21,2024-12-21,30,Americas,Off-roading,Corrosion,822.11,False
CLM-00779,SALE-02003,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-02-15,2025-07-07,142,EU,Commercial,Corrosion,909.57,False
CLM-00780,SALE-00017,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-12,2025-07-23,223,UK,Commercial,Non-start,2414.23,False
CLM-00781,SALE-01920,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-06-21,2026-11-08,505,UK,Commuting,Noise,440.13,False
CLM-00782,SALE-04348,71N-8MTZ,Alternator,Electrical,GFYG-WWQC,2024-11-28,2026-04-23,511,Americas,Off-roading,Intermittent,589.43,False
CLM-00783,SALE-00647,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2024-12-25,2024-12-28,3,EU,Off-roading,Leak,2793.39,False
CLM-00784,SALE-12910,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2024-11-23,2026-02-20,454,UK,Leisure,Leak,1423.84,False
CLM-00785,SALE-03054,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-15,2025-07-17,275,UK,Commuting,Leak,2049.46,False
CLM-00786,SALE-06776,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-01-31,2026-01-27,361,Americas,Leisure,Leak,2446.11,False
CLM-00787,SALE-05200,UN5-Z3JQ,Front Bumper,Body,F1CB-FNO6,2024-10-21,2025-01-27,98,UK,Commercial,Leak,307.64,False
CLM-00788,SALE-11431,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-11,2026-04-16,460,EU,Leisure,Intermittent,713.59,False
CLM-00789,SALE-04851,XOI-65FD,Tailgate,Body,F1CB-FNO6,2024-12-10,2025-04-17,128,MENA,Leisure,Corrosion,562.92,False
CLM-00790,SALE-05278,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-05-06,2025-10-20,167,MENA,Commuting,Leak,836.9,False
CLM-00791,SALE-00662,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-11-29,2025-08-22,266,EU,Leisure,Intermittent,200.64,False
CLM-00792,SALE-05212,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2025-05-13,2026-06-01,384,Americas,Off-roading,Noise,779.06,False
CLM-00793,SALE-06606,AU5-BHXT,Suspension Control Arm,Chassis,MECO-SFOG,2024-10-18,2025-03-18,151,EU,Commuting,Noise,872.02,False
CLM-00794,SALE-09562,XOI-65FD,Tailgate,Body,YR3X-KXWN,2024-10-17,2025-06-22,248,EU,Off-roading,Corrosion,205.79,False
CLM-00795,SALE-10330,37Q-9AH8,Starter Motor,Electrical,F1CB-FNO6,2025-05-29,2026-01-02,218,MENA,Commercial,Non-start,343.85,False
CLM-00796,SALE-03719,XOI-65FD,Tailgate,Body,F1CB-FNO6,2025-06-01,2025-09-11,102,UK,Commuting,Corrosion,377.46,False
CLM-00797,SALE-04025,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-08,2026-03-04,300,MENA,Commercial,Corrosion,2562.76,False
CLM-00798,SALE-12680,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-11-12,2024-12-30,48,Americas,Commuting,Leak,3088.58,False
CLM-00799,SALE-01234,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-03-19,2026-02-13,331,UK,Off-roading,Non-start,798.14,False
CLM-00800,SALE-12277,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-11-19,2025-07-12,235,EU,Commuting,Non-start,728.71,False
CLM-00801,SALE-05118,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2024-12-06,2026-05-03,513,UK,Leisure,Noise,495.94,False
CLM-00802,SALE-13360,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-05-26,2025-08-31,97,EU,Commercial,Leak,280.67,False
CLM-00803,SALE-04420,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-02-08,2026-01-25,351,Americas,Commercial,Non-start,2722.21,False
CLM-00804,SALE-05330,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-12-04,2025-03-04,90,EU,Leisure,Noise,407.76,False
CLM-00805,SALE-12902,3YR-9OUD,Steering Knuckle,Chassis,MECO-SFOG,2025-02-26,2025-09-13,199,EU,Commuting,Corrosion,253.39,False
CLM-00806,SALE-04283,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-03-04,2025-06-12,100,UK,Commercial,Leak,607.94,False
CLM-00807,SALE-03733,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-05-28,2026-08-01,430,UK,Off-roading,Non-start,666.39,False
CLM-00808,SALE-11505,3YR-9OUD,Steering Knuckle,Chassis,B9M8-0O2R,2025-02-23,2025-07-25,152,EU,Leisure,Corrosion,386.89,False
CLM-00809,SALE-09142,X27-2HPO,Tie Rod,Chassis,38HY-F9SX,2025-04-19,2025-08-05,108,EU,Commercial,Noise,964.94,False
CLM-00810,SALE-10292,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-04-25,2025-10-06,164,EU,Commercial,Corrosion,180.75,False
CLM-00811,SALE-11366,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-06-06,2026-08-31,451,MENA,Commercial,Leak,204.75,False
CLM-00812,SALE-11141,RVH-S1K3,Turbocharger,Powertrain,AK1V-RJNV,2025-06-05,2026-02-08,248,Americas,Commuting,Non-start,3118.22,False
CLM-00813,SALE-05370,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2025-04-20,2026-08-18,485,UK,Commercial,Corrosion,525.97,False
CLM-00814,SALE-05535,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2025-05-30,2026-08-15,442,Americas,Commuting,Intermittent,582.5,False
CLM-00815,SALE-11504,IP9-8Q1Z,Transmission Assembly,Powertrain,AK1V-RJNV,2025-02-23,2026-07-08,500,Americas,Off-roading,Non-start,308.71,False
CLM-00816,SALE-02345,AQ6-L6GT,Brake Caliper,Chassis,HBRP-OIG8,2025-03-29,2026-01-02,279,Americas,Leisure,Intermittent,208.68,False
CLM-00817,SALE-00393,RVH-S1K3,Turbocharger,Powertrain,B9M8-0O2R,2025-02-13,2026-07-22,524,Americas,Leisure,Leak,2669.91,False
CLM-00818,SALE-07059,8II-49KQ,Blower Motor,HVAC,38HY-F9SX,2025-06-30,2026-01-02,186,MENA,Leisure,Intermittent,433.44,False
CLM-00819,SALE-02833,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2024-12-19,2026-04-21,488,MENA,Commuting,Intermittent,202.62,False
CLM-00820,SALE-02779,X27-2HPO,Tie Rod,Chassis,F1CB-FNO6,2024-12-18,2025-07-30,224,UK,Commercial,Noise,583.11,False
CLM-00821,SALE-04658,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-03-11,2026-07-24,500,MENA,Commuting,Non-start,74.8,False
CLM-00822,SALE-08660,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-03-23,2026-09-20,546,UK,Commuting,Intermittent,886.13,False
CLM-00823,SALE-07453,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-01,2025-01-10,101,EU,Leisure,Corrosion,556.62,False
CLM-00824,SALE-00858,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-05-09,2026-02-07,274,EU,Leisure,Intermittent,125.0,False
CLM-00825,SALE-05897,37Q-9AH8,Starter Motor,Electrical,GFYG-WWQC,2025-01-10,2026-03-18,432,MENA,Leisure,Intermittent,424.15,False
CLM-00826,SALE-07313,XOI-65FD,Tailgate,Body,YR3X-KXWN,2025-03-28,2026-08-22,512,EU,Off-roading,Leak,372.89,False
CLM-00827,SALE-05797,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2024-10-18,2025-11-12,390,MENA,Commuting,Non-start,2744.47,False
CLM-00828,SALE-05754,X27-2HPO,Tie Rod,Chassis,MECO-SFOG,2025-03-16,2025-10-13,211,Americas,Leisure,Noise,196.64,False
CLM-00829,SALE-04627,PDP-FF5E,Steering Column,Chassis,MECO-SFOG,2024-11-21,2025-02-15,86,EU,Leisure,Leak,481.61,False
CLM-00830,SALE-03903,6MJ-XK87,Compressor,HVAC,GFYG-WWQC,2024-10-31,2026-03-20,505,MENA,Commercial,Intermittent,378.28,False
CLM-00831,SALE-10541,OCU-ZREN,Door Panel,Body,YR3X-KXWN,2025-06-15,2026-10-08,480,UK,Off-roading,Corrosion,459.07,False
CLM-00832,SALE-01831,UN5-Z3JQ,Front Bumper,Body,YR3X-KXWN,2025-03-15,2025-10-09,208,EU,Commuting,Corrosion,253.18,False
CLM-00833,SALE-06394,UN5-Z3JQ,Front Bumper,Body,38HY-F9SX,2025-04-03,2026-01-23,295,UK,Commuting,Corrosion,395.32,False
CLM-00834,SALE-00163,8II-49KQ,Blower Motor,HVAC,GFYG-WWQC,2024-12-11,2025-09-12,275,MENA,Leisure,Leak,565.97,False
CLM-00835,SALE-08646,3YR-9OUD,Steering Knuckle,Chassis,HBRP-OIG8,2025-04-20,2026-05-02,377,MENA,Leisure,Corrosion,735.23,False
CLM-00836,SALE-12936,IP9-8Q1Z,Transmission Assembly,Powertrain,HBRP-OIG8,2025-02-11,2025-08-03,173,MENA,Commuting,Non-start,1470.01,False
CLM-00837,SALE-08714,AQ6-L6GT,Brake Caliper,Chassis,AK1V-RJNV,2025-03-09,2025-07-17,130,EU,Commercial,Noise,378.4,False
CLM-00838,SALE-00846,HJK-1EYY,Drive Shaft,Powertrain,AK1V-RJNV,2025-02-25,2025-03-01,4,EU,Commuting,Intermittent,491.17,False
