sale_id,component_code,supplier_code,sale_date,market_region,use_case
SALE-03182,OCU-ZREN,38HY-F9SX,2025-03-29,UK,Commuting
SALE-03184,UN5-Z3JQ,YR3X-KXWN,2025-03-24,Americas,Off-roading
SALE-03185,AQ6-L6GT,AK1V-RJNV,2025-01-31,UK,Commercial
SALE-03186,AU5-BHXT,MECO-SFOG,2025-05-15,EU,Commuting
SALE-03189,XOI-65FD,YR3X-KXWN,2024-12-22,UK,Off-roading
SALE-03190,IP9-8Q1Z,AK1V-RJNV,2024-12-04,EU,Off-roading
SALE-03194,X27-2HPO,MECO-SFOG,2025-01-15,EU,Off-roading
SALE-03195,3YR-9OUD,MECO-SFOG,2025-06-19,MENA,Commercial
SALE-03196,AQ6-L6GT,HBRP-OIG8,2025-03-08,Americas,Commuting
SALE-03197,UN5-Z3JQ,YR3X-KXWN,2025-06-22,MENA,Leisure
SALE-03199,AQ6-L6GT,AK1V-RJNV,2025-04-20,Americas,Commercial
SALE-03200,OCU-ZREN,YR3X-KXWN,2025-03-04,UK,Off-roading
SALE-03201,XOI-65FD,F1CB-FNO6,2024-10-13,UK,Leisure
SALE-03204,3YR-9OUD,MECO-SFOG,2025-06-02,EU,Commuting
SALE-03215,8II-49KQ,GFYG-WWQC,2024-10-16,Americas,Commercial
SALE-03216,AU5-BHXT,MECO-SFOG,2024-11-14,MENA,Off-roading
SALE-03219,HJK-1EYY,AK1V-RJNV,2025-02-25,UK,Commercial
SALE-03221,6MJ-XK87,F1CB-FNO6,2025-05-24,UK,Leisure
SALE-03222,RVH-S1K3,AK1V-RJNV,2025-01-13,Americas,Commercial
SALE-03226,HJK-1EYY,AK1V-RJNV,2025-05-08,Americas,Leisure
SALE-03228,HJK-1EYY,AK1V-RJNV,2024-10-28,MENA,Commuting
SALE-03235,71N-8MTZ,GFYG-WWQC,2025-05-28,MENA,Commercial
SALE-03237,XOI-65FD,YR3X-KXWN,2024-10-26,UK,Off-roading
SALE-03239,OCU-ZREN,YR3X-KXWN,2024-12-16,EU,Commuting
SALE-03240,IP9-8Q1Z,AK1V-RJNV,2025-05-05,MENA,Leisure
SALE-03242,PDP-FF5E,MECO-SFOG,2024-10-23,Americas,Commuting
SALE-03244,37Q-9AH8,GFYG-WWQC,2025-06-24,Americas,Leisure
SALE-03246,8II-49KQ,GFYG-WWQC,2025-06-24,EU,Commercial
SALE-03249,37Q-9AH8,GFYG-WWQC,2025-06-04,EU,Commuting
SALE-03250,71N-8MTZ,GFYG-WWQC,2024-11-05,Americas,Commuting
SALE-03252,8II-49KQ,GFYG-WWQC,2024-10-28,EU,Off-roading
SALE-03253,AQ6-L6GT,HBRP-OIG8,2025-05-08,MENA,Leisure
SALE-03255,PDP-FF5E,MECO-SFOG,2025-06-28,MENA,Off-roading
SALE-03268,OCU-ZREN,YR3X-KXWN,2024-10-09,UK,Off-roading
SALE-03271,AQ6-L6GT,AK1V-RJNV,2025-01-16,UK,Commuting
SALE-03272,OCU-ZREN,YR3X-KXWN,2025-06-02,EU,Commercial
SALE-03273,71N-8MTZ,GFYG-WWQC,2025-06-12,Americas,Commuting
SALE-03274,71N-8MTZ,38HY-F9SX,2024-11-02,MENA,Commuting
SALE-03275,AQ6-L6GT,HBRP-OIG8,2024-10-23,MENA,Commuting
SALE-03276,71N-8MTZ,GFYG-WWQC,2024-11-18,UK,Leisure
SALE-03280,IP9-8Q1Z,AK1V-RJNV,2025-01-30,Americas,Commercial
SALE-03284,XOI-65FD,YR3X-KXWN,2025-04-11,UK,Leisure
SALE-03288,71N-8MTZ,GFYG-WWQC,2025-02-23,UK,Off-roading
SALE-03292,AQ6-L6GT,HBRP-OIG8,2025-01-19,EU,Off-roading
SALE-03293,HJK-1EYY,38HY-F9SX,2024-11-19,UK,Commuting
SALE-03294,AU5-BHXT,MECO-SFOG,2024-10-14,EU,Commercial
SALE-03295,AQ6-L6GT,AK1V-RJNV,2025-02-11,UK,Commuting
SALE-03300,HJK-1EYY,AK1V-RJNV,2025-03-13,MENA,Off-roading
SALE-03302,37Q-9AH8,38HY-F9SX,2024-10-16,MENA,Commercial
SALE-03304,71N-8MTZ,GFYG-WWQC,2024-12-17,Americas,Commercial
SALE-03306,OCU-ZREN,YR3X-KXWN,2024-12-11,EU,Leisure
SALE-03307,RVH-S1K3,AK1V-RJNV,2025-06-27,MENA,Commuting
SALE-03309,RVH-S1K3,AK1V-RJNV,2024-12-05,EU,Off-roading
SALE-03310,6MJ-XK87,GFYG-WWQC,2024-12-07,Americas,Commuting
SALE-03311,3YR-9OUD,MECO-SFOG,2025-04-11,MENA,Commuting
SALE-03312,3YR-9OUD,MECO-SFOG,2024-11-24,UK,Commercial
SALE-03314,AQ6-L6GT,F1CB-FNO6,2025-03-17,Americas,Commercial
SALE-03318,X27-2HPO,MECO-SFOG,2025-01-10,MENA,Off-roading
SALE-03321,AU5-BHXT,MECO-SFOG,2025-01-28,MENA,Leisure
SALE-03324,AU5-BHXT,MECO-SFOG,2025-03-10,Americas,Commercial
SALE-03325,PDP-FF5E,MECO-SFOG,2024-12-17,Americas,Off-roading
SALE-03326,8II-49KQ,GFYG-WWQC,2024-11-07,UK,Off-roading
SALE-03333,XOI-65FD,YR3X-KXWN,2024-12-31,EU,Commercial
SALE-03334,RVH-S1K3,AK1V-RJNV,2024-10-06,Americas,Off-roading
SALE-03335,AU5-BHXT,B9M8-0O2R,2025-06-28,EU,Off-roading
SALE-03336,8II-49KQ,38HY-F9SX,2025-01-07,UK,Commercial
SALE-03338,OCU-ZREN,YR3X-KXWN,2025-04-12,MENA,Commuting
SALE-03339,IP9-8Q1Z,AK1V-RJNV,2025-03-06,Americas,Leisure
SALE-03340,71N-8MTZ,GFYG-WWQC,2025-01-23,MENA,Off-roading
SALE-03343,8II-49KQ,GFYG-WWQC,2025-05-02,MENA,Leisure
SALE-03345,6MJ-XK87,GFYG-WWQC,2024-10-15,EU,Off-roading
SALE-03348,3YR-9OUD,MECO-SFOG,2025-05-01,EU,Commercial
SALE-03349,8II-49KQ,GFYG-WWQC,2024-10-05,UK,Leisure
SALE-03350,PDP-FF5E,MECO-SFOG,2025-05-19,Americas,Commercial
SALE-03351,RVH-S1K3,AK1V-RJNV,2025-04-19,Americas,Commercial
SALE-03353,IP9-8Q1Z,AK1V-RJNV,2025-02-26,UK,Commuting
SALE-03355,IP9-8Q1Z,AK1V-RJNV,2025-05-14,UK,Off-roading
SALE-03356,6MJ-XK87,GFYG-WWQC,2025-03-18,UK,Off-roading
SALE-03357,RVH-S1K3,B9M8-0O2R,2025-03-01,UK,Commercial
SALE-03358,71N-8MTZ,38HY-F9SX,2025-05-12,MENA,Commercial
SALE-03360,71N-8MTZ,GFYG-WWQC,2024-11-13,EU,Commuting
SALE-03362,X27-2HPO,B9M8-0O2R,2025-05-29,Americas,Leisure
SALE-03364,UN5-Z3JQ,38HY-F9SX,2024-10-23,UK,Commercial
SALE-03365,HJK-1EYY,AK1V-RJNV,2024-11-12,Americas,Leisure
SALE-03367,HJK-1EYY,AK1V-RJNV,2024-11-09,Americas,Leisure
SALE-03369,IP9-8Q1Z,AK1V-RJNV,2025-03-24,MENA,Off-roading
SALE-03372,AU5-BHXT,38HY-F9SX,2025-04-11,MENA,Leisure
SALE-03373,IP9-8Q1Z,AK1V-RJNV,2025-06-01,MENA,Commuting
SALE-03375,X27-2HPO,MECO-SFOG,2024-11-05,Americas,Commuting
SALE-03377,71N-8MTZ,GFYG-WWQC,2025-03-03,Americas,Commercial
SALE-03378,UN5-Z3JQ,F1CB-FNO6,2024-10-23,Americas,Off-roading
SALE-03379,37Q-9AH8,F1CB-FNO6,2024-12-30,EU,Leisure
SALE-03382,37Q-9AH8,GFYG-WWQC,2025-05-16,UK,Off-roading
SALE-03383,XOI-65FD,YR3X-KXWN,2025-04-20,UK,Off-roading
SALE-03385,RVH-S1K3,AK1V-RJNV,2024-11-07,EU,Commercial
SALE-03387,6MJ-XK87,GFYG-WWQC,2024-11-12,MENA,Commercial
SALE-03389,3YR-9OUD,B9M8-0O2R,2024-12-07,MENA,Commuting
SALE-03390,3YR-9OUD,MECO-SFOG,2025-01-31,EU,Commuting
SALE-03392,XOI-65FD,38HY-F9SX,2025-03-02,Americas,Off-roading
SALE-03393,AQ6-L6GT,AK1V-RJNV,2025-03-11,EU,Commuting
SALE-03394,IP9-8Q1Z,AK1V-RJNV,2025-05-02,MENA,Leisure
SALE-03399,UN5-Z3JQ,YR3X-KXWN,2025-05-18,UK,Commuting
SALE-03400,3YR-9OUD,MECO-SFOG,2024-11-28,MENA,Commuting
SALE-03401,3YR-9OUD,MECO-SFOG,2025-01-04,UK,Off-roading
SALE-03402,3YR-9OUD,MECO-SFOG,2025-06-19,MENA,Commuting
SALE-03405,UN5-Z3JQ,YR3X-KXWN,2025-02-13,UK,Off-roading
SALE-03409,71N-8MTZ,GFYG-WWQC,2025-02-23,UK,Commuting
SALE-03411,AU5-BHXT,MECO-SFOG,2024-12-26,MENA,Leisure
SALE-03412,PDP-FF5E,F1CB-FNO6,2025-01-17,Americas,Commercial
SALE-03415,37Q-9AH8,GFYG-WWQC,2025-06-23,Americas,Off-roading
SALE-03419,AU5-BHXT,HBRP-OIG8,2025-04-09,EU,Commercial
SALE-03420,AQ6-L6GT,AK1V-RJNV,2025-02-19,Americas,Commuting
SALE-03421,PDP-FF5E,MECO-SFOG,2024-12-12,UK,Commercial
SALE-03422,X27-2HPO,F1CB-FNO6,2025-03-16,Americas,Commercial
SALE-03423,XOI-65FD,YR3X-KXWN,2025-03-17,Americas,Off-roading
SALE-03424,RVH-S1K3,38HY-F9SX,2025-06-16,MENA,Leisure
SALE-03426,AQ6-L6GT,B9M8-0O2R,2025-01-19,Americas,Leisure
SALE-03430,6MJ-XK87,GFYG-WWQC,2025-03-24,Americas,Commuting
SALE-03432,UN5-Z3JQ,YR3X-KXWN,2025-04-03,UK,Off-roading
SALE-03438,HJK-1EYY,AK1V-RJNV,2024-12-20,EU,Commuting
SALE-03440,HJK-1EYY,AK1V-RJNV,2025-03-05,UK,Commuting
SALE-03443,IP9-8Q1Z,38HY-F9SX,2025-02-24,Americas,Commercial
SALE-03447,71N-8MTZ,GFYG-WWQC,2024-12-08,EU,Commuting
SALE-03448,IP9-8Q1Z,AK1V-RJNV,2025-04-04,Americas,Commuting
SALE-03449,X27-2HPO,B9M8-0O2R,2025-04-22,UK,Off-roading
SALE-03450,UN5-Z3JQ,38HY-F9SX,2024-10-13,EU,Commercial
SALE-03451,8II-49KQ,GFYG-WWQC,2025-07-01,UK,Commuting
SALE-03453,RVH-S1K3,AK1V-RJNV,2024-11-20,UK,Off-roading
SALE-03457,AQ6-L6GT,AK1V-RJNV,2024-10-03,EU,Commuting
SALE-03458,71N-8MTZ,GFYG-WWQC,2025-06-11,MENA,Leisure
SALE-03461,71N-8MTZ,HBRP-OIG8,2025-06-13,Americas,Off-roading
SALE-03462,UN5-Z3JQ,YR3X-KXWN,2025-02-27,Americas,Leisure
SALE-03465,6MJ-XK87,GFYG-WWQC,2024-11-28,UK,Commuting
SALE-03467,8II-49KQ,GFYG-WWQC,2025-01-21,EU,Off-roading
SALE-03471,37Q-9AH8,GFYG-WWQC,2024-11-29,MENA,Commuting
SALE-03474,3YR-9OUD,MECO-SFOG,2024-12-02,Americas,Commuting
SALE-03475,37Q-9AH8,GFYG-WWQC,2025-04-02,EU,Off-roading
SALE-03478,OCU-ZREN,YR3X-KXWN,2025-03-26,EU,Commuting
SALE-03480,AQ6-L6GT,AK1V-RJNV,2024-12-12,UK,Commercial
SALE-03481,OCU-ZREN,YR3X-KXWN,2025-03-16,MENA,Commercial
SALE-03482,71N-8MTZ,GFYG-WWQC,2025-05-13,EU,Commercial
SALE-03483,XOI-65FD,YR3X-KXWN,2024-10-09,UK,Leisure
SALE-03484,HJK-1EYY,AK1V-RJNV,2025-05-24,Americas,Commuting
SALE-03485,PDP-FF5E,MECO-SFOG,2024-10-28,UK,Leisure
SALE-03486,AQ6-L6GT,38HY-F9SX,2024-10-27,Americas,Off-roading
SALE-03487,XOI-65FD,YR3X-KXWN,2025-04-14,Americas,Commuting
SALE-03488,XOI-65FD,YR3X-KXWN,2025-04-21,UK,Commercial
SALE-03489,IP9-8Q1Z,AK1V-RJNV,2024-12-24,MENA,Commuting
SALE-03490,8II-49KQ,GFYG-WWQC,2024-10-30,Americas,Leisure
SALE-03492,AU5-BHXT,F1CB-FNO6,2025-01-07,Americas,Off-roading
SALE-03493,OCU-ZREN,YR3X-KXWN,2025-04-08,Americas,Leisure
SALE-03494,37Q-9AH8,B9M8-0O2R,2024-10-12,MENA,Commuting
SALE-03495,PDP-FF5E,MECO-SFOG,2024-10-30,Americas,Leisure
SALE-03496,71N-8MTZ,GFYG-WWQC,2024-11-07,UK,Off-roading
SALE-03499,6MJ-XK87,GFYG-WWQC,2025-03-29,UK,Off-roading
SALE-03500,IP9-8Q1Z,AK1V-RJNV,2025-01-20,UK,Commuting
SALE-03502,37Q-9AH8,GFYG-WWQC,2024-10-21,EU,Off-roading
SALE-03503,IP9-8Q1Z,AK1V-RJNV,2025-02-22,EU,Commercial
SALE-03505,OCU-ZREN,YR3X-KXWN,2025-02-23,Americas,Commuting
SALE-03509,XOI-65FD,B9M8-0O2R,2025-03-15,UK,Leisure
SALE-03510,3YR-9OUD,MECO-SFOG,2025-04-21,Americas,Commercial
SALE-03515,X27-2HPO,38HY-F9SX,2025-06-12,EU,Commercial
SALE-03516,6MJ-XK87,GFYG-WWQC,2024-10-23,Americas,Commercial
SALE-03522,HJK-1EYY,AK1V-RJNV,2025-05-07,Americas,Off-roading
SALE-03528,3YR-9OUD,MECO-SFOG,2024-10-27,Americas,Commuting
SALE-03529,X27-2HPO,MECO-SFOG,2025-05-11,UK,Commercial
SALE-03530,71N-8MTZ,38HY-F9SX,2025-02-25,MENA,Commercial
SALE-03533,PDP-FF5E,MECO-SFOG,2025-04-04,MENA,Commuting
SALE-03536,3YR-9OUD,MECO-SFOG,2024-11-10,UK,Leisure
SALE-03538,3YR-9OUD,38HY-F9SX,2024-12-18,EU,Commuting
SALE-03542,X27-2HPO,MECO-SFOG,2025-02-19,MENA,Leisure
SALE-03543,X27-2HPO,MECO-SFOG,2025-06-08,MENA,Leisure
SALE-03545,37Q-9AH8,GFYG-WWQC,2025-02-13,UK,Commuting
SALE-03548,UN5-Z3JQ,YR3X-KXWN,2024-11-15,MENA,Commuting
SALE-03549,UN5-Z3JQ,YR3X-KXWN,2025-05-24,EU,Off-roading
SALE-03550,3YR-9OUD,MECO-SFOG,2024-11-17,Americas,Leisure
SALE-03551,AQ6-L6GT,F1CB-FNO6,2025-04-16,UK,Off-roading
SALE-03552,71N-8MTZ,38HY-F9SX,2024-12-23,MENA,Off-roading
SALE-03554,HJK-1EYY,AK1V-RJNV,2025-03-10,MENA,Commercial
SALE-03556,IP9-8Q1Z,AK1V-RJNV,2024-12-10,MENA,Off-roading
SALE-03558,8II-49KQ,GFYG-WWQC,2024-11-21,UK,Leisure
SALE-03559,37Q-9AH8,GFYG-WWQC,2024-11-14,MENA,Off-roading
SALE-03564,HJK-1EYY,AK1V-RJNV,2025-06-19,Americas,Commercial
SALE-03565,XOI-65FD,YR3X-KXWN,2025-03-28,EU,Commuting
SALE-03568,HJK-1EYY,AK1V-RJNV,2025-04-19,Americas,Off-roading
SALE-03569,X27-2HPO,38HY-F9SX,2024-10-13,EU,Commercial
SALE-03572,IP9-8Q1Z,B9M8-0O2R,2025-06-15,EU,Commuting
SALE-03576,71N-8MTZ,GFYG-WWQC,2024-11-01,EU,Commercial
SALE-03577,37Q-9AH8,HBRP-OIG8,2024-11-12,UK,Off-roading
SALE-03580,71N-8MTZ,GFYG-WWQC,2025-06-27,MENA,Commercial
SALE-03582,37Q-9AH8,GFYG-WWQC,2024-10-19,MENA,Leisure
SALE-03584,HJK-1EYY,AK1V-RJNV,2024-11-06,Americas,Commuting
SALE-03585,AU5-BHXT,MECO-SFOG,2024-12-31,EU,Commercial
SALE-03586,3YR-9OUD,MECO-SFOG,2025-04-03,UK,Off-roading
SALE-03587,OCU-ZREN,HBRP-OIG8,2024-10-28,Americas,Commercial
SALE-03592,HJK-1EYY,AK1V-RJNV,2025-04-14,Americas,Commuting
SALE-03593,OCU-ZREN,YR3X-KXWN,2024-12-17,MENA,Off-roading
SALE-03594,UN5-Z3JQ,YR3X-KXWN,2025-03-16,Americas,Commuting
SALE-03595,IP9-8Q1Z,B9M8-0O2R,2024-12-29,EU,Commercial
SALE-03596,6MJ-XK87,GFYG-WWQC,2025-06-21,MENA,Off-roading
SALE-03598,X27-2HPO,38HY-F9SX,2025-04-26,Americas,Leisure
SALE-03599,8II-49KQ,B9M8-0O2R,2025-06-28,Americas,Commercial
SALE-03600,HJK-1EYY,AK1V-RJNV,2025-06-20,MENA,Commercial
SALE-03605,AQ6-L6GT,F1CB-FNO6,2025-03-23,Americas,Off-roading
SALE-03608,IP9-8Q1Z,AK1V-RJNV,2025-01-09,Americas,Commuting
SALE-03609,XOI-65FD,YR3X-KXWN,2024-10-16,Americas,Off-roading
SALE-03610,AU5-BHXT,MECO-SFOG,2025-06-15,EU,Leisure
SALE-03611,AU5-BHXT,B9M8-0O2R,2025-06-01,EU,Leisure
SALE-03613,RVH-S1K3,AK1V-RJNV,2025-06-06,Americas,Commuting
SALE-03614,XOI-65FD,YR3X-KXWN,2025-01-13,Americas,Commercial
SALE-03616,IP9-8Q1Z,AK1V-RJNV,2025-03-18,Americas,Commercial
SALE-03618,6MJ-XK87,GFYG-WWQC,2024-11-16,Americas,Off-roading
SALE-03619,OCU-ZREN,YR3X-KXWN,2024-11-12,UK,Commuting
SALE-03621,UN5-Z3JQ,F1CB-FNO6,2025-05-09,UK,Leisure
SALE-03624,71N-8MTZ,GFYG-WWQC,2025-02-21,UK,Leisure
SALE-03625,XOI-65FD,YR3X-KXWN,2024-10-28,MENA,Commuting
SALE-03626,HJK-1EYY,AK1V-RJNV,2025-03-16,UK,Off-roading
SALE-03627,IP9-8Q1Z,AK1V-RJNV,2025-06-06,MENA,Off-roading
SALE-03629,HJK-1EYY,AK1V-RJNV,2025-01-19,Americas,Commuting
SALE-03630,UN5-Z3JQ,YR3X-KXWN,2025-05-22,EU,Off-roading
SALE-03631,8II-49KQ,GFYG-WWQC,2024-10-24,EU,Commuting
SALE-03632,RVH-S1K3,AK1V-RJNV,2024-10-26,UK,Leisure
SALE-03637,HJK-1EYY,AK1V-RJNV,2024-10-17,UK,Leisure
SALE-03638,RVH-S1K3,AK1V-RJNV,2025-06-02,Americas,Leisure
SALE-03640,AU5-BHXT,MECO-SFOG,2025-04-20,Americas,Leisure
SALE-03641,PDP-FF5E,MECO-SFOG,2025-06-05,UK,Commercial
SALE-03642,XOI-65FD,YR3X-KXWN,2025-01-26,EU,Off-roading
SALE-03643,PDP-FF5E,F1CB-FNO6,2024-10-09,Americas,Off-roading
SALE-03644,3YR-9OUD,MECO-SFOG,2024-10-23,UK,Off-roading
SALE-03645,AU5-BHXT,MECO-SFOG,2025-05-28,EU,Leisure
SALE-03646,37Q-9AH8,GFYG-WWQC,2024-10-27,Americas,Leisure
SALE-03647,OCU-ZREN,B9M8-0O2R,2024-12-20,MENA,Commercial
SALE-03648,RVH-S1K3,HBRP-OIG8,2025-04-17,UK,Commuting
SALE-03649,RVH-S1K3,AK1V-RJNV,2024-12-31,Americas,Commuting
SALE-03650,37Q-9AH8,GFYG-WWQC,2024-12-23,UK,Off-roading
SALE-03655,XOI-65FD,YR3X-KXWN,2024-11-28,UK,Commercial
SALE-03659,AU5-BHXT,MECO-SFOG,2024-12-01,MENA,Off-roading
SALE-03661,8II-49KQ,GFYG-WWQC,2025-06-13,Americas,Commercial
SALE-03665,3YR-9OUD,F1CB-FNO6,2025-06-02,MENA,Off-roading
SALE-03667,OCU-ZREN,F1CB-FNO6,2025-05-05,UK,Off-roading
SALE-03670,IP9-8Q1Z,HBRP-OIG8,2024-11-05,UK,Leisure
SALE-03671,OCU-ZREN,YR3X-KXWN,2025-03-27,Americas,Off-roading
SALE-03673,RVH-S1K3,AK1V-RJNV,2024-10-17,MENA,Leisure
SALE-03674,UN5-Z3JQ,YR3X-KXWN,2024-11-17,Americas,Leisure
SALE-03675,UN5-Z3JQ,B9M8-0O2R,2024-12-01,MENA,Leisure
SALE-03676,37Q-9AH8,GFYG-WWQC,2024-12-08,Americas,Commuting
SALE-03678,37Q-9AH8,GFYG-WWQC,2025-03-11,Americas,Commuting
SALE-03682,IP9-8Q1Z,38HY-F9SX,2025-05-18,Americas,Commuting
SALE-03684,IP9-8Q1Z,AK1V-RJNV,2025-03-27,MENA,Leisure
SALE-03686,IP9-8Q1Z,AK1V-RJNV,2025-06-27,MENA,Commercial
SALE-03687,UN5-Z3JQ,YR3X-KXWN,2025-04-24,UK,Commercial
SALE-03688,X27-2HPO,HBRP-OIG8,2024-12-21,UK,Leisure
SALE-03689,IP9-8Q1Z,AK1V-RJNV,2025-04-11,UK,Commercial
SALE-03690,71N-8MTZ,GFYG-WWQC,2025-04-07,EU,Leisure
SALE-03692,71N-8MTZ,GFYG-WWQC,2024-12-13,Americas,Leisure
SALE-03693,HJK-1EYY,AK1V-RJNV,2024-10-10,EU,Off-roading
SALE-03694,RVH-S1K3,AK1V-RJNV,2025-05-04,MENA,Off-roading
SALE-03697,71N-8MTZ,GFYG-WWQC,2025-04-11,MENA,Leisure
SALE-03699,37Q-9AH8,GFYG-WWQC,2025-02-21,EU,Leisure
SALE-03705,AQ6-L6GT,AK1V-RJNV,2024-10-13,Americas,Off-roading
SALE-03708,6MJ-XK87,GFYG-WWQC,2025-01-12,Americas,Commuting
SALE-03710,HJK-1EYY,AK1V-RJNV,2025-04-16,UK,Off-roading
SALE-03715,AU5-BHXT,B9M8-0O2R,2025-03-18,UK,Off-roading
SALE-03716,AU5-BHXT,MECO-SFOG,2025-02-26,UK,Leisure
SALE-03717,AU5-BHXT,MECO-SFOG,2024-11-11,UK,Off-roading
SALE-03718,3YR-9OUD,MECO-SFOG,2025-04-20,EU,Commercial
SALE-03719,XOI-65FD,F1CB-FNO6,2025-06-01,UK,Commuting
SALE-03724,71N-8MTZ,GFYG-WWQC,2025-06-30,MENA,Off-roading
SALE-03726,6MJ-XK87,F1CB-FNO6,2025-05-01,Americas,Off-roading
SALE-03727,AU5-BHXT,HBRP-OIG8,2025-01-12,UK,Off-roading
SALE-03728,X27-2HPO,MECO-SFOG,2025-04-10,EU,Off-roading
SALE-03730,37Q-9AH8,GFYG-WWQC,2024-12-20,MENA,Commuting
SALE-03732,8II-49KQ,GFYG-WWQC,2025-03-03,UK,Commercial
SALE-03733,IP9-8Q1Z,AK1V-RJNV,2025-05-28,UK,Off-roading
SALE-03735,AU5-BHXT,MECO-SFOG,2025-04-22,EU,Leisure
SALE-03737,6MJ-XK87,GFYG-WWQC,2025-02-20,MENA,Off-roading
SALE-03738,X27-2HPO,B9M8-0O2R,2025-04-07,MENA,Commercial
SALE-03739,37Q-9AH8,GFYG-WWQC,2025-06-29,UK,Commercial
SALE-03743,OCU-ZREN,YR3X-KXWN,2024-11-15,Americas,Off-roading
SALE-03744,37Q-9AH8,GFYG-WWQC,2025-01-03,Americas,Off-roading
SALE-03745,AU5-BHXT,MECO-SFOG,2024-12-03,MENA,Commercial
SALE-03747,OCU-ZREN,F1CB-FNO6,2024-10-09,EU,Commuting
SALE-03752,AQ6-L6GT,AK1V-RJNV,2024-12-12,EU,Commercial
SALE-03753,X27-2HPO,MECO-SFOG,2024-12-23,EU,Commercial
SALE-03754,PDP-FF5E,MECO-SFOG,2024-11-28,MENA,Commercial
SALE-03755,3YR-9OUD,MECO-SFOG,2024-10-21,EU,Commuting
SALE-03757,HJK-1EYY,AK1V-RJNV,2025-03-06,EU,Off-roading
SALE-03759,RVH-S1K3,38HY-F9SX,2025-04-21,Americas,Commuting
SALE-03760,PDP-FF5E,MECO-SFOG,2025-01-14,MENA,Off-roading
SALE-03761,8II-49KQ,GFYG-WWQC,2025-01-30,MENA,Leisure
SALE-03763,XOI-65FD,F1CB-FNO6,2025-03-31,Americas,Off-roading
SALE-03766,6MJ-XK87,GFYG-WWQC,2024-12-09,MENA,Commercial
SALE-03767,PDP-FF5E,MECO-SFOG,2025-03-09,EU,Off-roading
SALE-03768,HJK-1EYY,AK1V-RJNV,2025-05-28,EU,Commuting
SALE-03770,XOI-65FD,YR3X-KXWN,2025-02-15,Americas,Commuting
SALE-03772,71N-8MTZ,GFYG-WWQC,2025-06-04,MENA,Commercial
SALE-03775,AU5-BHXT,B9M8-0O2R,2025-05-31,EU,Commuting
SALE-03778,3YR-9OUD,MECO-SFOG,2025-04-12,EU,Leisure
SALE-03784,IP9-8Q1Z,F1CB-FNO6,2025-05-11,UK,Off-roading
SALE-03785,8II-49KQ,GFYG-WWQC,2025-01-25,EU,Leisure
SALE-03786,X27-2HPO,MECO-SFOG,2025-04-10,UK,Off-roading
SALE-03791,IP9-8Q1Z,AK1V-RJNV,2025-01-30,UK,Commuting
SALE-03792,3YR-9OUD,MECO-SFOG,2025-03-03,MENA,Off-roading
SALE-03795,3YR-9OUD,MECO-SFOG,2025-03-18,Americas,Commuting
SALE-03796,OCU-ZREN,F1CB-FNO6,2024-11-28,UK,Leisure
SALE-03798,RVH-S1K3,F1CB-FNO6,2025-01-25,Americas,Leisure
SALE-03799,AQ6-L6GT,AK1V-RJNV,2025-02-04,Americas,Commuting
SALE-03806,37Q-9AH8,GFYG-WWQC,2025-06-22,MENA,Leisure
SALE-03807,8II-49KQ,GFYG-WWQC,2025-06-20,UK,Leisure
SALE-03812,OCU-ZREN,B9M8-0O2R,2025-02-06,Americas,Commuting
SALE-03813,AQ6-L6GT,AK1V-RJNV,2025-05-29,MENA,Commuting
SALE-03814,AU5-BHXT,38HY-F9SX,2025-05-10,EU,Commercial
SALE-03815,X27-2HPO,MECO-SFOG,2025-05-02,Americas,Off-roading
SALE-03816,PDP-FF5E,MECO-SFOG,2025-02-12,MENA,Commercial
SALE-03820,RVH-S1K3,AK1V-RJNV,2025-04-07,Americas,Commuting
SALE-03825,37Q-9AH8,HBRP-OIG8,2025-06-18,UK,Leisure
SALE-03826,AQ6-L6GT,AK1V-RJNV,2025-01-21,MENA,Commercial
SALE-03827,RVH-S1K3,AK1V-RJNV,2024-11-05,MENA,Leisure
SALE-03828,X27-2HPO,MECO-SFOG,2024-12-18,Americas,Leisure
SALE-03833,3YR-9OUD,MECO-SFOG,2025-04-22,EU,Off-roading
SALE-03834,AQ6-L6GT,HBRP-OIG8,2024-10-17,UK,Commercial
SALE-03837,IP9-8Q1Z,HBRP-OIG8,2025-04-28,MENA,Off-roading
SALE-03841,AU5-BHXT,MECO-SFOG,2024-12-17,Americas,Commuting
SALE-03842,6MJ-XK87,GFYG-WWQC,2024-12-19,UK,Commuting
SALE-03844,6MJ-XK87,GFYG-WWQC,2024-11-27,MENA,Commuting
SALE-03846,AU5-BHXT,MECO-SFOG,2025-04-26,MENA,Commuting
SALE-03848,X27-2HPO,38HY-F9SX,2025-02-12,Americas,Leisure
SALE-03850,IP9-8Q1Z,AK1V-RJNV,2024-12-22,UK,Off-roading
SALE-03851,XOI-65FD,YR3X-KXWN,2024-11-13,Americas,Commuting
SALE-03855,HJK-1EYY,AK1V-RJNV,2024-10-18,Americas,Commercial
SALE-03857,XOI-65FD,YR3X-KXWN,2025-02-25,UK,Commuting
SALE-03859,UN5-Z3JQ,38HY-F9SX,2025-03-21,MENA,Leisure
SALE-03861,37Q-9AH8,GFYG-WWQC,2025-01-28,EU,Commercial
SALE-03862,XOI-65FD,B9M8-0O2R,2024-12-05,EU,Off-roading
